country,player_name,club,position_group,squad_status,include_in_worldcup_app,manager,source_name,source_url,source_date,created_at,notes
Brazil,Igor Thiago,Brentford,Forward,Announced squad,TRUE,Carlo Ancelotti,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Brazil,Endrick,Lyon/Real Madrid,Forward,Announced squad,TRUE,Carlo Ancelotti,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Brazil,Martinelli,Arsenal,Forward,Announced squad,TRUE,Carlo Ancelotti,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Brazil,Rayan,Bournemouth,Forward,Announced squad,TRUE,Carlo Ancelotti,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Brazil,Neymar,Santos,Forward,Announced squad,TRUE,Carlo Ancelotti,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Oliver Baumann,Hoffenheim,Goalkeeper,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Manuel Neuer,Bayern Munich,Goalkeeper,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Alexander Nubel,Stuttgart,Goalkeeper,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Waldemar Anton,Borussia Dortmund,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Nathaniel Brown,Eintracht Frankfurt,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,David Raum,RB Leipzig,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Antonio Rudiger,Real Madrid,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Nico Schlotterbeck,Borussia Dortmund,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Jonathan Tah,Bayern Munich,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Malick Thiaw,Newcastle,Defender,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Pascal Gross,Brighton,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Joshua Kimmich,Bayern Munich,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Felix Nmecha,Borussia Dortmund,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Aleksandar Pavlovic,Bayern Munich,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Angelo Stiller,Stuttgart,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Leon Goretzka,Bayern Munich,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Florian Wirtz,Liverpool,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Jamie Leweling,Stuttgart,Midfielder,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Maximilian Beier,Borussia Dortmund,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Kai Havertz,Arsenal,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Lennart Karl,Bayern Munich,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Jamal Musiala,Bayern Munich,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Leroy Sane,Galatasaray,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Deniz Undav,Stuttgart,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
Germany,Nick Woltemade,Newcastle,Forward,Announced squad,TRUE,Julian Nagelsmann,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Mike Maignan,AC Milan,Goalkeeper,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Robin Risser,Lens,Goalkeeper,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Brice Samba,Rennes,Goalkeeper,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Lucas Digne,Aston Villa,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Malo Gusto,Chelsea,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Lucas Hernandez,Paris Saint-Germain,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Theo Hernandez,Al Hilal,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Ibrahima Konate,Liverpool,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Jules Kounde,Barcelona,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Maxence Lacroix,Crystal Palace,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,William Saliba,Arsenal,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Dayot Upamecano,Bayern Munich,Defender,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,N'Golo Kante,Fenerbahce,Midfielder,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Manu Kone,AS Roma,Midfielder,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Adrien Rabiot,AC Milan,Midfielder,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Aurelien Tchouameni,Real Madrid,Midfielder,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Warren Zaire-Emery,Paris Saint-Germain,Midfielder,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Maghnes Akliouche,AS Monaco,Forward,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Bradley Barcola,Paris Saint-Germain,Forward,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
France,Rayan Cherki,Manchester City,Forward,Announced squad,TRUE,Didier Deschamps,Sky Sports World Cup 2026 squad lists,https://www.skysports.com/football/news/11095/13543070/world-cup-2026-squad-lists-england-scotland-brazil-usa-spain-france-germany-netherlands-argentina-portugal-and-more,2026-05-22,2026-05-23,Use TRUE rows as World Cup-linked. Preliminary rows are squad-pool only until final squad is confirmed.
