country,player_name,position,club,squad_status,source,last_updated,notes
England,Elliot Anderson,Midfielder,Nottingham Forest,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Jude Bellingham,Midfielder,Real Madrid,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Eberechi Eze,Midfielder,Arsenal,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Jordan Henderson,Midfielder,Brentford,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Kobbie Mainoo,Midfielder,Manchester United,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Declan Rice,Midfielder,Arsenal,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Morgan Rogers,Midfielder,Aston Villa,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Anthony Gordon,Forward,Newcastle United,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Harry Kane,Forward,Bayern Munich,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Noni Madueke,Forward,Arsenal,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Marcus Rashford,Forward,Barcelona,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Bukayo Saka,Forward,Arsenal,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Ivan Toney,Forward,Al-Ahli,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
England,Ollie Watkins,Forward,Aston Villa,Final,https://www.englandfootball.com/articles/2026/May/22/england-mens-world-cup-2026-squad-named-by-thomas-tuchel-20262205,2026-05-22,"Official FA announcement. Final squad, but FIFA final registration rules/injury replacement rules still apply."
Portugal,Diogo Costa,Goalkeeper,Porto,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,José Sá,Goalkeeper,Wolverhampton Wanderers,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Rui Silva,Goalkeeper,Sporting CP,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Ricardo Velho,Goalkeeper,Gençlerbirliği,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,João Cancelo,Defender,Barcelona,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Matheus Nunes,Defender,Manchester City,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Nuno Mendes,Defender,PSG,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Rúben Dias,Defender,Manchester City,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Gonçalo Inácio,Defender,Sporting CP,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Diogo Dalot,Defender,Manchester United,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Tomás Araújo,Defender,Benfica,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Renato Veiga,Defender,Villarreal,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Nélson Semedo,Defender,Fenerbahçe,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Bruno Fernandes,Midfielder,Manchester United,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Bernardo Silva,Midfielder,Manchester City,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,João Neves,Midfielder,PSG,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Vitinha,Midfielder,PSG,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Rúben Neves,Midfielder,Al Hilal,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Samú Costa,Midfielder,Mallorca,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Cristiano Ronaldo,Forward,Al Nassr,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Gonçalo Ramos,Forward,PSG,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Rafael Leão,Forward,Milan,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Francisco Trincão,Forward,Sporting CP,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,João Félix,Forward,Al Nassr,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Pedro Neto,Forward,Chelsea,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Francisco Conceição,Forward,Juventus,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
Portugal,Gonçalo Guedes,Forward,Real Sociedad,Provisional,https://www.dazn.com/en-GB/news/football/portugal-squad-list-fifa-world-cup-26-captains-jersey-numbers-luis-roberto-martinez-coaching-staff/1hs2vchyeshz10nxs8fh6k5rr,2026-05-22,Provisional 27-player list; one player expected to be trimmed before final FIFA registration.
